text,label,label_text
beckham relief as real go through david beckham expressed his relief at real madrid s passage to the champions league knockout phase.  after real s 3-0 win at roma  the england skipper admitted another season of under-achievement would not be tolerated at the bernabeu stadium. beckham said:  it s expected of madrid to get through  but it s a relief for the club and players to have won.  we lost momentum last season but we cannot afford to to go another season without winning anything.  real s finish as runners-up in their champions league group means they cannot face his old club manchester united in the next round. but real could be drawn against other premiership hopefuls  arsenal or chelsea  who won their respective groups.  it s going to be great whoever we play  even if we don t get either of the two english teams.,2,sport
no uk premiere for rings musical the producers behind the lord of the rings musical have abandoned plans to premiere the show in london because no suitable theatre was available.  the £11.5m show will make its debut in toronto in march 2006  after it was found that all three west end theatres with sufficient capacity were booked. the musical is not expected in london before december 2006. producer kevin wallace said it would be  worth waiting for .  it will be like nothing they have ever seen before.   i know there will be a lot of disappointed british tolkien fans who hoped to see the show in london  but we couldn t get a london theatre in time   added the british producer. the world premiere of the stage musical  co-produced by canadian theatrical impresarios david and ed mirvish  will take place at toronto s princess of wales theatre next year.   toronto really wanted this premiere. the tolkien books and films are hugely popular in canada   said mr wallace  shortly after signing the deal in canada.  we hope the anticipation and excitement over here will create an even bigger buzz by the time we open in london.  auditions begin in canada on thursday  but up to five british actors may join the cast  under a deal struck with canadian actors  equity. the music for the show is being written by bollywood composer ar rahman  who was behind andrew lloyd webber s west end musical bollywood dreams  and in conjuction with the finnish group varttina.   there will be no singing and dancing hobbits. the music will be in a very traditional mould and draw on ethnic traditions   assured mr wallace. the musical s british director is matthew warchus  best known for staging the worldwide stage hit art.  the production will be a hybrid of text  physical theatre  music and spectacle never previously seen on this scale   he said.  only in the theatre are we actually plunged into the events as they happen. the environment surrounds us and we are in middle earth.  new zealander peter jackson took 10 years to bring jrr tolkien s fantasy trilogy to the big screen  winning academy awards for best film and best director for the final film the return of the king in 2004.,3,entertainment
hewitt fights back to reach final lleyton hewitt kept his dream of an australian open title alive with a four-set win over andy roddick in friday s second semi-final.  the home favourite will face marat safin in sunday s final after coming through 3-6 7-6 (7-3) 7-6 (7-4) 6-1. hewitt fought back from a set down and trailed in both tie-breaks but would not be denied  thrilling the melbourne crowd with a typically battling effort. he is aiming to be the first australian winner since mark edmondson in 1976. hewitt is the first australian to make the final since pat cash lost to mats wilander in 1988  but faces a huge challenge against safin - the conqueror of roger federer. after needing five sets in his last two matches there was reason to think hewitt might struggle for fitness. he certainly made a sluggish start  dropping his opening service game  and roddick dominated with his huge serve as he took the first set.  after 12 tense games in the second  the key moment came when hewitt raised his game in the tie-break to overturn an early mini-break. that energised the crowd but roddick was not finished and raced 4-1 clear in the crucial third before hewitt pegged him back and forced another tie-break. again roddick broke first and again hewitt fought back  taking the lead with a superb backhand pass.  the australian was not to be denied and a disheartened roddick made little impact in the fourth set as hewitt raced to victory  sending the melbourne crowd wild and ensuring the final will be a huge occasion.  it s awesome   said hewitt.  i started preparing for this tournament nine months ago.  i ve done a lot of hard yards to get here.  i ve always said i d do anything to get in the first night final at the australian open. now i ve got my chance.  roddick was furious with himself for failing to take advantage of leads in both tie-breaks.  i m usually pretty money in those   said roddick.  either one of those would have given me a distinct advantage.  i m mad  i felt i was in there with a shot. he put himself in position to win big points. i donated a little more than i would have wanted.  and the american played down the influence of one spectator who appeared to contribute to a double fault by shouting during rodick s service action.  it just took one jackass to shout out   said roddick  adding that the crowd overall was  very respectful .,2,sport
iran jails blogger for 14 years an iranian weblogger has been jailed for 14 years on charges of spying and aiding foreign counter-revolutionaries.  arash sigarchi was arrested last month after using his blog to criticise the arrest of other online journalists. mr sigarchi  who also edits a newspaper in northern iran  was sentenced by a revolutionary court in the gilan area. his sentence  criticised by human rights watchdog reporters without borders  comes a day after an online  day of action  to secure his release. iranian authorities have recently clamped down on the growing popularity of weblogs  restricting access to major blogging sites from within iran. a second iranian blogger  motjaba saminejad  who also used his website to report on bloggers  arrests  is still being held.  a spokesman for reporters without borders  which tracks press freedom across the globe  described mr sigarchi s sentence as  harsh  and called on iranian president mohammed khatami to work to secure his immediate release.  the authorities are trying to make an example of him   the organisation said in a statement.   by handing down this harsh sentence against a weblogger  their aim is to dissuade journalists and internet-users from expressing themselves online or contacting foreign media.  in the days before his arrest mr sigarchi gave interviews to the bbc persian service and the us-funded radio farda. iranian authorities have arrested about 20 online journalists during the current crackdown. they accused mr sigarchi of a string of crimes against iranian state  including espionage  insulting the founder of iran s islamic republic  ayatollah ruhollah khomenei  and current supreme leader ayatollah ali khamenei. mr sigarchi s lawyer labelled the revolutionary court  illegal and incompetent  and called for a retrial in a public court.  mr sigarchi was sentenced one day after an online campaign highlighted his case in a day of action in defence of bloggers around the world.  the committee to protect bloggers designated 22 february 2005 as free mojtaba and arash day. around 10 000 people visited the campaign s website during the day. about 12% of users were based in iran  the campaign s director told the bbc news website. curt hopkins said mr sigarchi s sentence would not dent the resolve of bloggers joining the campaign to help highlight the case.  the eyes of 8 million bloggers are going to be more focused on iran since sigarchi s sentence  not less.  the mullahs won t be able to make a move without it be spread across the blogosphere.,0,tech
broadband takes on tv viewing the number of europeans with broadband has exploded over the past 12 months  with the web eating into tv viewing habits  research suggests.  just over 54 million people are hooked up to the net via broadband  up from 34 million a year ago  according to market analysts nielsen/netratings. the total number of people online in europe has broken the 100 million mark. the popularity of the net has meant that many are turning away from tv  say analysts jupiter research. it found that a quarter of web users said they spent less time watching tv in favour of the net  the report by nielsen/netratings found that the number of people with fast internet access had risen by 60% over the past year.  the biggest jump was in italy  where it rose by 120%. britain was close behind  with broadband users almost doubling in a year. the growth has been fuelled by lower prices and a wider choice of always-on  fast-net subscription plans.  twelve months ago high speed internet users made up just over one third of the audience in europe; now they are more than 50% and we expect this number to keep growing   said gabrielle prior  nielsen/netratings analyst.  as the number of high-speed surfers grows  websites will need to adapt  update and enhance their content to retain their visitors and encourage new ones.  the total number of europeans online rose by 12% to 100 million over the past year  the report showed  with the biggest rise in france  italy  britain and germany.  the ability to browse web pages at high speed  download files such as music or films and play online games is changing what people do in their spare time.  a study by analysts jupiter research suggested that broadband was challenging television viewing habits. in homes with broadband  40% said they were spending less time watching tv. the threat to tv was greatest in countries where broadband was on the up  in particular the uk  france and spain  said the report. it said tv companies faced a major long-term threat over the next five years  with broadband predicted to grow from 19% to 37% of households by 2009.  year-on-year we are continuing to see a seismic shift in where  when and how europe s population consume media for information and entertainment and this has big implications for tv  newspaper and radio   said jupiter research analyst olivier beauvillian.,0,tech
faith schools citizenship warning schools must improve the quality of citizenship lessons - or social cohesion and democracy will suffer  says the education watchdog.  independent faith schools were singled out by ofsted chief  david bell  for not doing enough to promote the  wider tenets of british society . mr bell said muslim  jewish and evangelical christian schools must be  intolerant of intolerance . diversity  certainly must not mean segregated or separate   he said. mr bell s speech called for a much greater effort in all types of schools to teach citizenship - with an accompanying survey showing that young people knew little about politics and had no enthusiasm to find out more.  badly-taught citizenship lessons have previously been criticised by mr bell  and in a speech to the hansard society  he warned that it was failing to pass on an understanding of democracy  public service and shared values. he highlighted his particular concern for citizenship in the growing number of independent faith schools - which he said included about 100 muslim  100 evangelical christian and 50 jewish schools.  mr bell expressed concern about schools which did not teach children enough about a  common heritage  and needed to do more to promote principles of mutual tolerance and social inclusion.  i worry that many young people are being educated in faith-based schools  with little appreciation of their wider responsibilities and obligations to british society   said mr bell. the ofsted chief said his forthcoming annual report would make particular reference to muslim schools.  many must adapt their curriculum to ensure that it provides pupils with a broad general knowledge of public institutions and services in england and helps them to acquire an appreciation of and respect for other cultures in a way that promotes tolerance and harmony.  mr bell said such questions of religion and cultural identity were  tricky issues . but he argued that  we must not allow our recognition of diversity to become apathy in the face of any challenge to our coherence as a nation .  i would go further and say that an awareness of our common heritage as british citizens  equal under the law  should enable us to assert with confidence that we are intolerant of intolerance  illiberalism and attitudes and values that demean the place of certain sections of our community  be they women or people living in non-traditional relationships   said mr bell.,4,politics
british library gets wireless net visitors to the british library will be able to get wireless internet access alongside the extensive information available in its famous reading rooms.  broadband wireless connectivity will be made available in the eleven reading rooms  the auditorium  caf&#233;  restaurant  and outdoor piazza area. a study revealed that 86% of visitors to the library carried laptops. the technology has been on trial since may and usage levels make the library london s most active public hotspot.  previously many were leaving the building to go to a nearby internet caf&#233; to access their e-mail  the study found.  at the british library we are continually exploring ways in which technology can help us to improve services to our users   said lynne brindley  chief executive of the british library.  surveys we conducted recently confirmed that  alongside the materials they consult here  our users want to be able to access the internet when they are at the library for research or to communicate with colleagues   she said. the service will be priced at £4.50 for an hour s session or £35 for a monthly pass. the study  conducted by consultancy building zones  found that 16% of visitors came to the library to sit down and use it as a business centre. this could be because of its proximity to busy mainline stations such as kings cross and euston. the study also found that people were spending an average of six hours in the building  making it an ideal wireless hotspot. since may the service has registered 1 200 sessions per week  making it london s most active public hotspot. the majority of visitors wanted to be able to access their e-mail as well as the british library catalogue. the service has been rolled out in partnership with wireless provider the cloud and hewlett packard.  it will operate independently from the library s existing network. the british library receives around 3 000 visitors each day and serves around 500 000 readers each year. people come to view resources which include the world s largest collection of patents and the uk s most extensive collection of science  technology and medical information. the library receives between three and four million requests from remote users around the world each year.,0,tech
ore costs hit global steel firms shares in steel firms have dropped worldwide amid concerns that higher iron ore costs will hit profit growth.  shares in germany s thyssenkrupp  the uk s corus and france s arcleor fell while japan s nippon steel slid after it agreed to pay 72% more for iron ore. china s baoshan iron and steel co. said it was delaying a share sale because of weak market conditions  adding it would raise steel prices to offset ore costs. the threat of higher raw material costs also hit industries such as carmakers. france s peugeot warned that its profits may decline this year as a result of the higher steel  plastic and commodity prices.  steelmakers have been enjoying record profits as demand for steel has risen  driven by the booming economies of countries such as china and india. steel prices rose by 8% globally in january alone and by 24% in china.  the boom times are far from over  but analysts say that earnings growth may slow. the share price fall was initially triggered by news that two of the world s biggest iron ore suppliers had negotiated contracts at much-higher prices. miners rio tinto and cia. vale do rio dolce (cvrd) this week managed to boost by 72% the price of their iron ore  a key component of steel. analysts had expected japan s nippon to agree to a price rise of between 40% and 50%. steel analyst peter fish  director of sheffield-based consulting group meps  said the extent of cvrd s price rise was  uncharted territory   adding that the steel industry  hasn t seen an increase of this magnitude probably in 50 years . analysts now expect other iron ore producers  such as australia s bhp billiton  to seek annual price rises of up to 70%.  the news triggered the share price weakness.  it sparked worries that steel makers might not be able to increase product prices further [ to cover rising ore costs]  explained kazuhiro takahashi of daiwa securities smbc. in europe  arcelor shed 2.1% to 17.58 euros in paris  with thyssenkrupp dropping 1.7% to 16.87 euros. in london  corus fell 2.2% to 55.57 pence. japan s biggest steel company nippon steel lost 2.5% to 270 yen  with closest rival jfe holdings down 3.4%. china s baoshan  the country s largest steel producer  said that the uncertainty surrounding the industry has prompted it to pull its planned share sale. the firm had been expected to offer 22.5bn yuan ($2.7bn) worth of shares to investors. no date has been given for when the 5 billion shares will come to the market. baoshan stock climbed on news of the delay and its decision to increase the price of its steel by 10%.,1,business
uk young top euro earnings league british children enjoy the highest average annual income in europe - more than double that of spanish or italian youngsters  a report suggests.  children in the uk between the ages of 10 and 17 had an annual income of £775  said market analyst datamonitor. they use  pester power  to get their parents to stump up nearly a third of this income  the report said. as for how they spend their cash  the bulk goes on personal care  soft drinks and food  datamonitor said.  datamonitor adds that british teenagers are keen on personal care because it helps them combine two seemingly contradictory emotional needs - the desire to fit in and the desire to express their individuality.  british teenage girls  compared to their counterparts in seven european countries  are the most keen to use make-up products. nearly three out of four girls said they used make-up. according to the datamonitor report the trend marked british teenagers out as  particularly important to cosmetics manufacturers as they are likely to experiment more with brands and products and form long-term beauty routines . and the good times are likely to keep rolling for british children  as the report predicts that they will still be topping the earnings table in 2008.,1,business
aaliyah claim dismissed by court late r&b star aaliyah s record company has failed in an attempt to sue the video producer who booked the ill-fated flight on which she died in 2001.  a new york appeals court has told blackground records that only the singer s parents had the right to launch a claim for wrongful death. the 22-year-old singer s family came to an undisclosed settlement over a negligence claim in 2003. aaliyah had completed a music video when the plane crashed in the bahamas. she and eight others were killed on the plane  which crashed as if left for florida. blackground records  lawyer frank penski said he had yet to examine the decision and did not know whether they would pursue the case.  an investigation into the crash revealed the twin-engined cessna was overloaded by 700 pounds (320kg). a post-mortem carried out on the remains of the pilot showed there was cocaine and alcohol in his body. aaliyah was a rising star in music and film before she was killed. she was honoured with a string of posthumous awards and her single more than a woman went to number one in the uk.,3,entertainment
almagro continues spanish surge unseeded nicolas almagro became the fifth spaniard to reach the last eight at the buenos aires open  ousting eighth seed mariano zabaleta.  he showed admirable resolve to win a rain-affected match 6-7 6-4 6-4. compatriot and seventh seed rafael nadal also reached the last eight  beating italian potito starace 6-1 6-3. nadal  playing in the outdoor clay event for the first time  hit some powerful forehands to oust starace in a match delayed over an hour by rain.  it s always a problem to have to stop for rain but one gets used to it   said spanish teenager nadal.  luckily  i was able to keep my pace going throughout the match.  he will now play gaston gaudio  who beat unseeded brazilian flavio saretta 6-3 6-2 in the day s late match.,2,sport
robinson out of six nations england captain jason robinson will miss the rest of the six nations because of injury.  robinson  stand-in captain in the absence of jonny wilkinson  had been due to lead england in their final two games against italy and scotland. but the sale full-back pulled out of the squad on wednesday because of a torn ligament in his right thumb. the 30-year-old will undergo an operation on friday but england have yet to name a replacement skipper.  robinson said:  this is very disappointing for me as this means i miss england s last two games in the six nations at twickenham and two games for my club  sale sharks.  but i m looking to be back playing very early in april.   robinson picked up the injury in the 19-13 defeat to ireland at lansdowne road on saturday. and coach andy robinson said:  i am hugely disappointed for jason.  as england captain he has been an immense figure during the autumn internationals and the six nations  leading by example at all times. i look forward to having him back in the england squad.  the announcement is the latest setback for robinson s injury-depleted squad.  among the key figures already missing are jonny wilkinson  mike tindall  will greenwood  julian white and phil vickery - a list which leaves robinson short on candidates for the now vacant captaincy role. former england skipper jeremy guscott told bbc radio five live his choice would be matt dawson  even though he is does not hold a regular starting place.   the obvious choice is dawson  said guscott.  especially given that harry ellis did not have his best game at scrum-half on saturday.  dawson has the credentials and the experience  even though his winning record at captain is not great.  the other option in martin corry  who is the standout forward at the moment.  unfortunately england cannot rely on leaders on the field at the moment.  england will announce their squad for the 12 march game against italy on saturday.,2,sport
mourinho takes swipe at arsenal chelsea boss jose mourinho has attempted to pile the pressure on title rivals arsenal ahead of the gunners facing newcastle on wednesday.  arsenal will play the magpies a day after chelsea beat portsmouth during a busy festive programme. and mourinho said:  they always seem to have two or three days  rest in which to recover. perhaps it s something to do with the television schedule.  all my players are tired  especially john terry.   chelsea boss jose mourinho admitted his side were  lucky  to win at fratton park but is still unhappy with the amount of games in such a short space of time during this time of year. he added:  we have had to play two matches in three days which is foreign to many of my players and  although i understand the traditions of football here at this time of year  it is not good for your health to do it.   you can sit back and smoke cigars  one after another  and it is a good life  but it is not actually good for you.  playing so many games is certainly not healthy  especially for teams who still have european commitment.,2,sport
us bank in $515m sec settlement five bank of america subsidiaries have agreed to pay a total of $515m (£277m) to settle an investigation into fraudulent trading share practices.  the us securities and exchange commission announced the settlements  the latest in an industry-wide clean-up of us mutual funds. the sec also said it had brought fraud charges against two ex-senior executives of columbia distributor. columbia distributor was part of fleetboston  bought by boa last year. three other ex-columbia executives agreed settlements with the sec.  the sec has set itself the task of stamping out the mutual funds  use of market-timing  a form of quick-fire  short-term share trading that harms the interests of small investors  with whom mutual funds are particularly popular. in the last two years  it has imposed penalties totalling nearly $2bn on 15 funds. the sec unveiled two separate settlements  one covering boa s direct subsidiaries  and another for businesses that were part of fleetboston at the time. in both cases  it said there had been secret deals to engage in market timing in mutual fund shares. the sec agreed a deal totalling $375m with banc of america capital management  bacap distributors and banc of america securities. it was made up of $250m to pay back gains from market timing  and $125m in penalties. it is to be paid to the damaged funds and their shareholders. separately  the sec said it had reached a $140m deal - equally split between penalties and compensation - in its probe into columbia management advisors (cam) and columbia funds distributor (cfd) and three ex-columbia executives. these businesses became part of boa when it snapped up rival bank fleetboston in a $47bn merger last march.  the sec filed civil fraud charges in a boston federal court against james tambone  who it says headed cfd s sales operations  and his alleged second in command robert hussey. the sec is pressing for the highest tier of financial penalties against the pair for  multiple violations   repayment of any personal gains  and an injunction to prevent future breaches  a spokeswoman for the sec s boston office told the bbc. there was no immediate comment from the men s  lawyers. the sec s settlement with cam and cfd included agreements with three other ex-managers  peter martin  erik gustafson and joseph palombo  who paid personal financial penalties of between $50-100 000.,1,business
parties  plans for council tax anger at council tax rises spilled over into mass protests in 2003  when the average english bill rose 12.9%.  pensioners  protests spread - some marched  others simply refused to pay the increase. some  such as 83-year-old elizabeth winkfield  said they would rather go to jail. the audit commission found the whole local government finance system was  fundamentally flawed  and all three of the main parties have said the system has to change.  labour says it wants to retain the property-based tax but reform it to make it fairer and says there is scope for councils to become more efficient. they say they are already helping pensioners with council tax bills  with a £100 lump sum for the over-70s and last year the government capped some local councils  budgets to keep demands down. deputy prime minister john prescott has said the current system is not sustainable in the long term and said there would be  radical reform . the party says this year s increases will be the lowest in a decade. a report last year looked at increasing the number of council tax bands and other forms of local taxation  such as reformed business rates  although no decisions have been made. an independent inquiry into its findings  the lyons review  is due to report back at the end of 2005.  the tories have promised a reduction on bills for pensioners  who they say have been hardest hit by year-on-year increases in council tax. they say they can save £4bn on  government waste   of which £1.3bn could be used to cut pensioners  bills by an average of £340. it would not be means tested  say the tories  because that would create more bureaucracy and could discourage people from saving for their retirement. instead households where council tax payers are over 65 would get a rebate covering half their bill  up to a maximum of £500. the tories also say they are suspicious about any proposals to revalue homes - currently graded according to their value in 1991 - because they believe seven million of homes could move up a band.  the liberal democrats want to do away with the council tax altogether and switch to a local income tax of the kind seen in the usa  norway and switzerland. the rate would be set locally  but administered by the inland revenue which they say would save at least £300m. they say the council tax is the most unpopular and most unfair tax in britain  because it puts a  ceiling  on what the richest pay. the party says it would aim for a £5 000 tax-free personal allowance  or a £7 000 allowance for the over-65s. after that income would be taxed up to £100 000. the lib dems say their plan is fairer  more efficient  has already been tested abroad and offers more accountability.,4,politics
fannie mae  should restate books  us mortgage company fannie mae should restate its earnings  a move that is likely to put a billion-dollar dent in its accounts  watchdogs have said.  the securities & exchange commission accused fannie mae of using techniques that  did not comply in material respects  with accounting standards. fannie mae last month warned that some records were incorrect. the other main us mortgage firm freddie mac restated earnings by $5bn (£2.6bn) last year after a probe of its books. the sec s comments are likely to increase pressure on congress to strengthen supervision of fannie mae and freddie mac.  the two firms are key parts of the us financial system and effectively underwrite the mortgage market  financing nearly half of all american house purchases and dealing actively in bonds and other financial instruments. the investigation of freddie mac in june 2003 sparked concerns about the wider health of the industry and raised questionsmarks over the role of the office of federal housing enterprise oversight (ofheo)  the industry s main regulator. having been pricked into action  the ofheo turned its attention to fannie may and in september this year said that the firm had tweaked its books to spread earnings more smoothly across quarters and play down the amount of risk it had taken on. the sec found similar problems. the watchdog s chief accountant donald nicolaisen said that  fannie mae s methodology of assessing  measuring and documenting hedge ineffectiveness was inadequate and was not supported  by generally accepted accounting principles.,1,business
apple laptop is  greatest gadget  the apple powerbook 100 has been chosen as the greatest gadget of all time  by us magazine mobile pc.  the 1991 laptop was chosen because it was one of the first  lightweight  portable computers and helped define the layout of all future notebook pcs. the magazine has compiled an all-time top 100 list of gadgets  which includes the sony walkman at number three and the 1956 zenith remote control at two. gadgets needed moving parts and/or electronics to warrant inclusion. the magazine staff compiled the list and specified that gadgets also needed to be a  self-contained apparatus that can be used on its own  not a subset of another device .   in general we included only items that were potentially mobile   said the magazine.   in the end  we tried to get to the heart of what really makes a gadget a gadget   it concluded. the oldest  gadget  in the top 100 is the abacus  which the magazine dates at 190 a.d.  and put in 60th place. other pre-electronic gadgets in the top 100 include the sextant from 1731 (59th position)  the marine chronometer from 1761 (42nd position) and the kodak brownie camera from 1900 (28th position). the tivo personal video recorder is the newest device to make the top 10  which also includes the first flash mp3 player (diamond multimedia)  as well as the first  successful  digital camera (casio qv-10) and mobile phone (motorola startac). the most popular gadget of the moment  the apple ipod  is at number 12 in the list while the first sony transistor radio is at number 13.  sony s third entry in the top 20 is the cdp-101 cd player from 1983.  who can forget the crystalline  hiss-free blast of madonna s like a virgin emanating from their first cd player   asked the magazine. karl elsener s knife  the swiss army knife from 1891  is at number 20 in the list. gadgets which could be said to feature surprisingly low down in the list include the original telephone (23rd)  the nintendo gameboy (25th)  and the pulsar quartz digital watch (36th). the list also contains plenty of oddities: the pez sweet dispenser (98th)  1990s toy tamagotchi (86th) and the bizarre ronco inside the shell egg scrambler (84th).  almost everyone has a mobile phone  how many people own a powerbook  or an ipod  the findings of this magazine are not very convincing.  what about the magnetic compass  we still use it 1 000 years after it was invented.  i am amazed by the obsession with individual gadgets rather than genre. for example the sony walkman was the first truly portable way of listening to your own music on the move whereas minidisc  flash mp3  portable cd players etc. are really just improvements in technology.  my favourite  true  gadgets are probably my portable minidisc player and the little battery powered whizzy thing i use to froth up my coffee!  calm down it s only in their opinion  and any list that includes the taser in the top 100 gadgets has to be suspect....  swiss army knife and no question about it. how many of the other items are still relatively unchanged from the original idea and still as useful/popular  you don t need a laptop or even a pocket calculator to work that one out!  this list merely illustrates interesting cultural divides between the american authors and the overwhelmingly british responses. brits see no further than mobile phones and the over thirties sinclair; whilst the americans focus on apple  tv remotes and tivo (which probably is rather obscure in europe).  what about the soda stream. this gadget changed my pre-teen life. lap tops may enable you to  think different  but you cant use them to  get busy with the fizzy   how about astro wars  one of the pioneers for computer games  i remember spending many an hour playing this and it still works today! however tried it the other day and it was rubbish  still a great gadget of its time.  why worry about mobile phones. soon they will be subsumed into the pda s / laptops etc.  what about the marine chronometer  completely revolutionised navigation for boats and was in use for centuries. for it s time  a technological marvel!  sony net minidisc! it paved the way for more mp3 player to explode onto the market. i always used my netmd  and could not go anywhere without it.  a laptop computer is not a gadget! it s a working tool!  the sinclair executive was the world s first pocket calculator. i think this should be there as well.  how about the clockwork radio  or gps  or a pocket calculator  all these things are useful to real people  not just pc magazine editors.  are the people who created this list insane   surely the most important gadget of the modern age is the mobile phone  it has revolutionised communication  which is more than can be said for a niche market laptop. from outside the modern age  the marine chronometer is the single most important gadget  without which modern transportation systems would not have evolved so quickly.  has everyone forgot about the breville pie maker    an interesting list. of the electronic gadgets  thousands of journalists in the early 1980s blessed the original noteboook pc - the tandy 100. the size of a4 paper and light  three weeks on a set of batteries  an excellent keyboard  a modem. a pity tandy did not make it dos compatible.  what s an apple powerbook 100   it s out of date - not much of a  gadget . surely it has to be something simple / timeless - the tin opener  swiss army knife  safety razor blade  wristwatch or the thing for taking stones out of horses hooves    it has to be the mobile phone. no other single device has had such an effect on our way of living in such a short space of time.  the ball point pen has got to be one of the most used and common gadgets ever. also many might be grateful for the pocket calculator which was a great improvement over the slide rule.  the casio pocket calculator that played a simple game and made tinny noises was also a hot gadget in 1980. a true gadget  it could be carried around and shown off.  all top 10 are electronic toys  so the list is probably a better reflection of the current high-tech obsession than anything else. i say this as the swiss army knife only made no 20.  sinclair ql a machine far ahead of its time. the first home machine with a true multi-takings os. shame the marketing was so bad!!!  apple.. a triumph of fashion over... well everything else.  utter rubbish. yes  the apple laptop and sony walkman are classic gadgets. but to call the sextant and the marine chronometer  gadgets  and rank them as less important than a tv remote control reveals a quite shocking lack of historical perspective. the former literally helped change the world by vastly improving navigation at see. the latter is the seed around which the couch potato culture has developed. no competition.  i d also put apple s newton and the first palm pilot there as the front runners for portable computing  and possibly the toshiba libretto for the same reason. i only wish that vulcan inc s flipstart wasn t just vapourware otherwise it would be at the top.  how did a laptop ever manage to beat off the challenge of the wristwatch or the telephone (mobile or otherwise)  what about radios and tvs   the swiss army knife. by far the most useful gadget. i got mine 12 years ago. still wearing and using it a lot! it stood the test of time.  psion organiser series 3  should be up there. had a usable qwerty keyboard  removable storage  good set of apps and programmable. case design was good (batteries in the hinge - a first  i think). great product innovation.  the first mobile pc was voted best gadget by readers of...err... mobile pc ! why do you keep putting these obviously biased lists on your site  it s obviously the mobile phone or remote control  and readers of a less partisan publication would tell you that.  the motorola startac should be number one. why  there will be mobile phones long after notebook computers and other gadgets are either gone or integrated in communications devices.  the psion series 3c! the first most practical way to carry all your info around...  i too would back the sinclair spectrum - without this little beauty i would never have moved into the world of it and earn the living that i do now.  i d have put the mobile phone high up the list. probably a nokia model.  sinclair spectrum - 16k. it plugged into the tv. games were rubbish but it gave me a taste for programming and that s what i do for a living now.  i wish more modern notebooks -- even apple s newest offerings -- were more like the pb100. particularly disheartening is the demise of the trackball  which has given way to the largely useless  trackpad  which every notebook on the market today uses. they re invariably inaccurate  uncomfortable  and cumbersome to use.  congratulations to apple  a deserved win!,0,tech
robots march to us cinema summit animated movie robots has opened at the top of the us and canada box office chart  taking $36.5m (£19m) on its first weekend on release.  featuring the voices of ewan mcgregor  halle berry  robin williams and mel brooks  robots follows a robot inventor who moves to a big city. vin diesel s family comedy the pacifier fell to the number two spot  taking $18.1m (£9.4m). new bruce willis movie hostage opened at number four with $9.8m (£5.1m).  however  a recut version of mel gibson s the passion of the christ  which featured less violence than last year s original movie  took just $239 850 (£125 000)  despite opening in 957 cinemas. the new version of the film received little publicity and the original version is available across the us on dvd.  we certainly had higher expectations than what we got   said rob schwartz  head of distribution for newmarket films  which released the passion of the christ.  we were trying to get the film out there  hoping it would reach an audience that it didn t quite reach the first time around. it doesn t seem to have worked out quite as well as we had hoped.  meanwhile  will smith comedy hitch has become the top film at the global box office after taking an estimated $30.1m (£15.6m) over the weekend at cinemas outside north america  according to industry website screen daily. it has taken $65.5m (£34.1m) so far  buoyed by opening at number one in the uk last weekend and a successful run in germany. the movie  which cost a reported $70m (£36.4m) to make  has taken $138m (£72m) in the us so far.,3,entertainment
s korea spending boost to economy south korea will boost state spending next year in an effort to create jobs and kick start its sputtering economy.  it has earmarked 100 trillion won ($96bn) for the first six months of 2005  60% of its total annual budget. the government s main problems are  slumping consumption and a contraction in the construction industry . it aims to create 400 000 jobs and will focus on infrastructure and home building  as well as providing public firms with money to hire new workers.  the government has set an economic growth rate target of 5% for next year and hinted that would be in danger unless it took action.  internal and external economic conditions are likely to remain unfavourable in 2005   the finance and economy ministry said in a statement.  it blamed  continuing uncertainties such as fluctuating oil prices and foreign exchange rates and stagnant domestic demand that has shown few signs of a quick rebound . in 2004  growth will be between 4.7% and 4.8%  the ministry said. not everyone is convinced the plan will work.  our primary worry centres on the what we believe is the government s overly optimistic view that its front loading of the budget will be enough to turn the economy around   consultancy 4cast said in a report.  the problem facing south korea is that many consumers are reeling from the effects of a credit bubble that only recently burst. millions of south koreans are defaulting on their credit card bills  and the country s biggest card lender has been hovering on the verge of bankruptcy for months. as part of its spending plans  the government said it will ask firms to  roll over mortgage loans that come due in the first half of 2005  . it also pledged to look at ways of helping families on low incomes.  the government voiced concern about the effect of redundancies in the building trade.  given the economic spill over and employment effect in the construction sector  a sharp downturn in the construction industry could have other adverse effects   the ministry said.  as a result  south korea will give private companies also will be given the chance to build schools  hospitals  houses and other public buildings. it also will look at real estate tax system. other plans on the table include promoting new industries such as bio-technology and nano-technology  as well as offering increased support to small and medium sized businesses.  the focus will be on job creation and economic recovery  given that unfavourable domestic and global conditions are likely to dog the korean economy in 2005   the ministry said.,1,business
